incident_id,title,description,severity,reported_date,status,user_id,camera_id
491,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 352, location ID: 139. Initial response was documented by hotel security.",Medium,2024-06-21,Open,313,352
492,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 500, location ID: 228. Initial response was documented by hotel security.",High,2024-06-09,Resolved,59,500
493,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 203, location ID: 164. Initial response was documented by hotel security.",Low,2025-04-25,Resolved,475,203
494,Theft report under investigation,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 280, location ID: 164. Initial response was documented by hotel security.",High,2025-01-17,Resolved,341,280
495,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 389, location ID: 407. Initial response was documented by hotel security.",Medium,2025-07-08,In Progress,339,389
496,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 139, location ID: 186. Initial response was documented by hotel security.",Low,2025-11-23,Resolved,341,139
497,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 191, location ID: 156. Initial response was documented by hotel security.",Low,2024-08-26,Open,135,191
498,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 51, location ID: 217. Initial response was documented by hotel security.",Low,2025-04-30,Resolved,227,51
499,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 104, location ID: 181. Initial response was documented by hotel security.",Low,2026-02-16,Resolved,136,104
500,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 296, location ID: 368. Initial response was documented by hotel security.",Low,2025-05-13,Resolved,395,296
